runID,water_depth_min,water_depth_max,wedge_slope,source_depth,SSP_source,source_in_duct,duct_type,surface_duct,surface_duct_depth,surface_duct_SSP,bottom_duct,bottom_duct_depth,bottom_duct_width,bottom_duct_SSP,waveguide,CHmax_axis,SSP_CHmax,deep_CH_axis,deep_CH_SSP,shallow_CH_axis,shallow_CH_SSP,profile,bottom_type,num_rays,criterion,residual,runtime
81,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1000,0,2.5104,14.3561
82,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1500,0,1.7015,22.2333
83,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,2000,0,1.2733,29.7294
84,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,2500,1,0.99348,37.119
85,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,20000,1,0,106.2963
86,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,500,0,4.0128,3.2501
87,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,1000,0,2.0841,5.8001
88,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,1500,0,1.5471,8.3886
89,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,2000,0,1.403,11.8682
90,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,2500,0,1.2402,13.763
91,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,3000,1,1.0428,16.7547
92,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,20000,1,0,105.0171
93,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,500,0,4.2351,3.1535
94,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,1000,0,2.542,5.7056
95,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,1500,0,1.9456,8.4892
96,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,2000,0,1.4663,11.0777
97,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,2500,0,1.126,13.5577
98,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,3000,1,0.87612,16.2621
99,50,1500,2,15,1523.4828,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,20000,1,0,200.7519
100,50,1500,2,15,1523.4828,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,500,1,0.77542,5.6536
101,50,1500,2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,20000,1,0,199.8026
102,50,1500,2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,500,1,0.83524,5.6627
103,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,20000,1,0,196.927
104,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,500,0,1.1687,5.6617
105,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1000,0,3.0493,10.5918
106,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1500,0,3.1741,15.5007
107,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,2000,0,2.3454,20.3333
108,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,2500,0,2.2114,25.4215
109,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,3000,0,1.5471,30.6254
110,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,3500,0,1.2652,34.9753
111,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,4000,0,1.524,40.4229
112,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,4500,0,1.1914,45.3538
113,50,1500,2,50,1521.7137,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,5000,1,1.0252,50.2542
114,50,1500,2,70,1518.9123,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,20000,1,0,195.376
115,50,1500,2,70,1518.9123,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,500,0,1.4601,5.5559
116,50,1500,2,70,1518.9123,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1000,1,1.0024,10.4939
117,50,1500,2,100,1514.8394,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,20000,1,0,189.5403
118,50,1500,2,100,1514.8394,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,500,0,1.4189,5.2574
119,50,1500,2,100,1514.8394,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1000,0,1.1944,10.2014
120,50,1500,2,100,1514.8394,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1500,1,0.46222,14.4543
